name,date,value,category
GP Sulzberger ,2015-12-31,9,NZ
GP Swann ,2015-12-31,500,ENG
GP Thorpe ,2015-12-31,2380,ENG
GP Wickramasinghe ,2015-12-31,344,SL
GR Beard ,2015-12-31,0,AUS
GR Codrington ,2015-12-31,235,CAN
GR Dilley ,2015-12-31,110,ENG
GR Larsen ,2015-12-31,629,NZ
GR Marsh ,2015-12-31,4357,AUS
GR Robertson ,2015-12-31,45,AUS
GR Sealy ,2015-12-31,0,CAN
GR Viswanath ,2015-12-31,17,IND
GRA de Silva ,2015-12-31,7,SL
GRJ Matthews ,2015-12-31,619,AUS
GRJ Roope ,2015-12-31,0,ENG
GS Ballance ,2015-12-31,297,ZIM
GS Blewett ,2015-12-31,551,AUS
GS Chappell ,2015-12-31,654,AUS
GS Sandhu ,2015-12-31,0,AUS
GS Sobers ,2015-12-31,0,WI
GS Trimble ,2015-12-31,4,AUS
GSNFG Jayasuriya ,2015-12-31,0,SL
GT Main ,2015-12-31,0,SCOT
Gulbadin Naib ,2015-12-31,152,AFG
Gulsan Jha ,2015-12-31,0,NEP
Gurdeep Singh ,2015-12-31,1,KENYA
Gurkeerat Singh ,2015-12-31,0,IND
Gursharan Singh ,2015-12-31,4,IND
GW Aldridge ,2015-12-31,0,NZ
GW Flower ,2015-12-31,6571,ZIM
GW Humpage ,2015-12-31,0,ENG
H Davids ,2015-12-31,8,SA
H Durham ,2015-12-31,35,BER
H Hiri ,2015-12-31,0,PNG
H Klaasen ,2015-12-31,0,SA
H Masakadza ,2015-12-31,4361,ZIM
H McLeod ,2015-12-31,0,EAf
H Osinde ,2015-12-31,64,CAN
H Patel ,2015-12-31,468,CAN
H Shah ,2015-12-31,0,NEP
H Thaker ,2015-12-31,0,CAN
HA Gomes ,2015-12-31,1342,WI
HA Varaiya ,2015-12-31,252,KENYA
Haafiz Shahid ,2015-12-31,11,PAK
Habibul Bashar ,2015-12-31,2168,BAN
Hafizur Rahman ,2015-12-31,8,BAN
HAG Anthony ,2015-12-31,23,WI
Haider Ali ,2015-12-31,0,PAK
Hamid Hassan ,2015-12-31,86,AFG
Hammad Azam ,2015-12-31,80,PAK
Hamza Tahir ,2015-12-31,0,SCOT
Hamza Tariq ,2015-12-31,116,CAN
Hannan Sarkar ,2015-12-31,383,BAN
HAPW Jayawardene ,2015-12-31,27,SL
Harbhajan Singh ,2015-12-31,1195,IND
Harilal Shah ,2015-12-31,0,EAf
Haris Rauf ,2015-12-31,0,PAK
Haris Sohail ,2015-12-31,774,PAK
Haroon Rasheed ,2015-12-31,71,PAK
Harunur Rashid ,2015-12-31,0,BAN
Harvinder Singh ,2015-12-31,6,IND
Hasan Ali ,2015-12-31,0,PAK
Hasan Jamil ,2015-12-31,0,PAK
Hasan Mahmud ,2015-12-31,0,BAN
Hasan Raza ,2015-12-31,242,PAK
Haseeb Amjad ,2015-12-31,98,HKG
Hashmatullah Shahidi ,2015-12-31,80,AFG
Hasibul Hossain ,2015-12-31,172,BAN
Hasti Gul ,2015-12-31,23,AFG
Hazrat Bilal ,2015-12-31,0,UAE
Hazratullah Zazai ,2015-12-31,0,AFG
HB Shipley ,2015-12-31,0,NZ
HC Brook ,2015-12-31,0,ENG
HD Rutherford ,2015-12-31,15,NZ
HDPK Dharmasena ,2015-12-31,1222,SL
HDRL Thirimanne ,2015-12-31,2376,SL
HE van der Dussen ,2015-12-31,0,SA
HF Gurney ,2015-12-31,15,ENG
HG Munsey ,2015-12-31,0,SCOT
HGV Vare ,2015-12-31,0,PNG
HH Dippenaar ,2015-12-31,3421,SA
HH Gibbs ,2015-12-31,8094,SA
HH Kanitkar ,2015-12-31,339,IND
HH Pandya ,2015-12-31,0,IND
HH Streak ,2015-12-31,2943,ZIM
HJ Howarth ,2015-12-31,0,NZ
HJC Mol ,2015-12-31,67,NED
HJH Marshall ,2015-12-31,1454,NZ
HJW Gardiner ,2015-12-31,262,SCOT
HK Badani ,2015-12-31,867,IND
HK Bennett ,2015-12-31,10,NZ
HK Olonga ,2015-12-31,95,ZIM
HL Carlyon ,2015-12-31,0,JER
HM Amla ,2015-12-31,5919,SA
HM Goonatilleke ,2015-12-31,31,SL
HM Nicholls ,2015-12-31,0,NZ
HMCM Bandara ,2015-12-31,160,SL
HMRKB Herath ,2015-12-31,140,SL
HN Ya France ,2015-12-31,0,NAM
HP Rinke ,2015-12-31,317,ZIM
HP Tillakaratne ,2015-12-31,3789,SL
HR Bryan ,2015-12-31,43,WI
HR Johnson ,2015-12-31,9,USA
HR Walsh ,2015-12-31,0,WI
HS Baidwan ,2015-12-31,220,CAN
HS Dhillon ,2015-12-31,14,CAN
HS Modi ,2015-12-31,1109,KENYA
HS Williams ,2015-12-31,8,SA
HSM Pieris ,2015-12-31,0,SL
HT Davis ,2015-12-31,13,NZ
HT Tector ,2015-12-31,0,IRE
Humayun Farhat ,2015-12-31,60,PAK
Hussain Talat ,2015-12-31,0,PAK
HWR Cartwright ,2015-12-31,0,AUS
I Kaia ,2015-12-31,0,ZIM
I Maraj ,2015-12-31,98,CAN
I Sharma ,2015-12-31,75,IND
I Udana ,2015-12-31,0,SL
I Wardlaw ,2015-12-31,21,SCOT
IA Healy ,2015-12-31,1764,AUS
IA Karim ,2015-12-31,396,KENYA
IA Nicolson ,2015-12-31,14,ZIM
Ibrahim Zadran ,2015-12-31,0,AFG
IC Davis ,2015-12-31,0,AUS
ID Austin ,2015-12-31,34,ENG
ID Blackwell ,2015-12-31,403,ENG
IDK Salisbury ,2015-12-31,7,ENG
IDR Bradshaw ,2015-12-31,287,WI
IDS Smith ,2015-12-31,990,NZ
IE O'Brien ,2015-12-31,6,NZ
Iftikhar Ahmed ,2015-12-31,0,PAK
Iftikhar Anjum ,2015-12-31,234,PAK
IG Butler ,2015-12-31,84,NZ
IG Holland ,2015-12-31,0,USA
IH Romaine ,2015-12-31,783,BER
Ihsanullah ,2015-12-31,0,AFG
IJ Gould ,2015-12-31,155,ENG
IJ Harvey ,2015-12-31,715,AUS
Ijaz Ahmed ,2015-12-31,6564,PAK
Ijaz Ahmed jnr ,2015-12-31,3,PAK
Ijaz Faqih ,2015-12-31,197,PAK
IJL Trott ,2015-12-31,2819,ENG
IK Pathan ,2015-12-31,1544,IND
Ikram Alikhil ,2015-12-31,0,AFG
IL Philip ,2015-12-31,20,SCOT
Ilyas Gull ,2015-12-31,17,HKG
IM Chappell ,2015-12-31,0,AUS
IM Stanger ,2015-12-31,53,SCOT
Imad Wasim ,2015-12-31,15,PAK
Imam-ul-Haq ,2015-12-31,0,PAK
Imran Abbas ,2015-12-31,29,PAK
Imran Farhat ,2015-12-31,1719,PAK
Imran Haider ,2015-12-31,0,UAE
Imran Khan ,2015-12-31,3601,PAK
Imran Nazir ,2015-12-31,1895,PAK
Imran Tahir ,2015-12-31,65,SA
Imrul Kayes ,2015-12-31,1399,BAN
Imtiaz Abbasi ,2015-12-31,12,UAE
Intikhab Alam ,2015-12-31,0,PAK
Inzamam-ul-Haq ,2015-12-31,11739,PAK
IP Butchart ,2015-12-31,252,ZIM
IPP Batuwitarachchi ,2015-12-31,14,UAE
Iqbal Qasim ,2015-12-31,24,PAK
Iqbal Sikander ,2015-12-31,1,PAK
IR Bell ,2015-12-31,5416,ENG
IR Bishop ,2015-12-31,405,WI
IR Redpath ,2015-12-31,0,AUS
Irfan Ahmed ,2015-12-31,99,HKG
Irfan Bhatti ,2015-12-31,0,PAK
Irfan Fazil ,2015-12-31,15,PAK
Irfan Sajid ,2015-12-31,2,UAE
IS Billcliff ,2015-12-31,529,CAN
IS Gallage ,2015-12-31,17,SL
IS Sodhi ,2015-12-31,5,NZ
Ishan Kishan ,2015-12-31,0,IND
Ishtiaq Muhammad ,2015-12-31,0,HKG
IT Botham ,2015-12-31,1550,ENG
IT Iqbal ,2015-12-31,17,KENYA
IT Shillingford ,2015-12-31,0,WI
IVA Richards ,2015-12-31,5507,WI
IW Callen ,2015-12-31,0,AUS
Izatullah Dawlatzai ,2015-12-31,7,AFG
J Anderson ,2015-12-31,40,IRE
J Angel ,2015-12-31,0,AUS
J Arun Lal ,2015-12-31,122,IND
J Blackwood ,2015-12-31,0,WI
J Botha ,2015-12-31,609,SA
J Cameron-Dow ,2015-12-31,0,IRE
J Charles ,2015-12-31,927,WI
J Da Silva ,2015-12-31,0,WI
J Dyson ,2015-12-31,500,AUS
J Edness ,2015-12-31,252,BER
J Figy ,2015-12-31,0,UAE
J Garner ,2015-12-31,165,WI
J Gumbie ,2015-12-31,0,ZIM
J Jarvis ,2015-12-31,0,SCOT
J Kariko ,2015-12-31,0,PNG
J Kila ,2015-12-31,0,PNG
J Lewis ,2015-12-31,50,ENG
J Louw ,2015-12-31,23,SA
J Mubarak ,2015-12-31,704,SL
J Mulder ,2015-12-31,0,IRE
J Nagenda ,2015-12-31,0,EAf
J Nyumbu ,2015-12-31,32,ZIM
J Patraj ,2015-12-31,21,CAN
J Smits ,2015-12-31,169,NED
J Srinath ,2015-12-31,883,IND
J Theron ,2015-12-31,5,USA
J Yadav ,2015-12-31,0,IND
JA Burns ,2015-12-31,146,AUS
JA Duffy ,2015-12-31,0,NZ
JA Jameson ,2015-12-31,0,ENG
JA Maclean ,2015-12-31,0,AUS
JA McCollum ,2015-12-31,0,IRE
JA Morkel ,2015-12-31,782,SA
JA Rennie ,2015-12-31,201,ZIM
JA Richardson ,2015-12-31,0,AUS
JA Rudolph ,2015-12-31,1174,SA
JA Samarasekera ,2015-12-31,124,UAE
JA Simpson ,2015-12-31,0,ENG
JA Snow ,2015-12-31,0,ENG
JAD Lawrenson ,2015-12-31,0,JER
JAH Marshall ,2015-12-31,250,NZ
Jahangir Alam ,2015-12-31,4,BAN
Jahangir Alam Talukdar ,2015-12-31,7,BAN
Jahangir Shah ,2015-12-31,16,BAN
Jahurul Islam ,2015-12-31,270,BAN
Jai P Yadav ,2015-12-31,81,IND
Jalal-ud-Din ,2015-12-31,5,PAK
Jamaluddin Ahmed ,2015-12-31,18,BAN
JAR Blain ,2015-12-31,284,SCOT
Jasdeep Singh ,2015-12-31,0,USA
Jatinder Singh ,2015-12-31,0,OMA
Javed Ahmadi ,2015-12-31,556,AFG
Javed Miandad ,2015-12-31,7032,PAK
Javed Omar ,2015-12-31,1312,BAN
Javed Qadeer ,2015-12-31,12,PAK
Jawahir Shah ,2015-12-31,0,EAf
Jay Odedra ,2015-12-31,0,OMA
JB Little ,2015-12-31,0,IRE
JB Reva ,2015-12-31,0,PNG
JC Adams ,2015-12-31,2204,WI
JC Archer ,2015-12-31,0,ENG
JC Buttler ,2015-12-31,1467,ENG
JC Gamage ,2015-12-31,8,SL
JC Kent ,2015-12-31,0,SA
JC Tredwell ,2015-12-31,163,ENG
JCB Vaughan ,2015-12-31,0,CAN
JD Campbell ,2015-12-31,0,WI
JD Hall ,2015-12-31,28,IRE
JD Love ,2015-12-31,0,ENG
JD Nel ,2015-12-31,34,SCOT
JD Ryder ,2015-12-31,1362,NZ
JD Siddons ,2015-12-31,32,AUS
JD Unadkat ,2015-12-31,0,IND
JDF Vandersay ,2015-12-31,0,SL
JDP Oram ,2015-12-31,2434,NZ
JDS Neesham ,2015-12-31,238,NZ
JE Benjamin ,2015-12-31,0,ENG
JE Brinkley ,2015-12-31,52,SCOT
JE Emburey ,2015-12-31,470,ENG
JE Morris ,2015-12-31,167,ENG
JE Root ,2015-12-31,2076,ENG
JE Taylor ,2015-12-31,254,WI
JEC Franklin ,2015-12-31,1270,NZ
JF Kloppenburg ,2015-12-31,165,NED
JF Mooney ,2015-12-31,951,IRE
JF Reid ,2015-12-31,628,NZ
JFM Morrison ,2015-12-31,130,NZ
JG Bracewell ,2015-12-31,512,NZ
JG Heron ,2015-12-31,50,ZIM
JG Thomas ,2015-12-31,1,ENG
JG Williamson ,2015-12-31,11,SCOT
JG Wright ,2015-12-31,3098,NZ
JH Davey ,2015-12-31,428,SCOT
JH Desai ,2015-12-31,16,USA
JH Edrich ,2015-12-31,0,ENG
JH Hampshire ,2015-12-31,0,ENG
JH Kallis ,2015-12-31,11579,SA
JH Stander ,2015-12-31,44,SCOT
JI de Villiers ,2015-12-31,0,NAM
JJ Atkinson ,2015-12-31,170,HKG
JJ Bumrah ,2015-12-31,0,IND
JJ Celestine ,2015-12-31,60,BER
JJ Crowe ,2015-12-31,1518,NZ
JJ Dawood ,2015-12-31,25,CAN
JJ Esmeijer ,2015-12-31,10,NED
JJ Krejza ,2015-12-31,13,AUS
JJ Martin ,2015-12-31,158,IND
JJ Roy ,2015-12-31,299,ENG
JJ Smit ,2015-12-31,0,NAM
JJ Tucker ,2015-12-31,499,BER
JJ van der Wath ,2015-12-31,89,SA
JJ Whitaker ,2015-12-31,48,ENG
JJC Lawson ,2015-12-31,18,WI
JK Kamande ,2015-12-31,1055,KENYA
JK Lever ,2015-12-31,2,ENG
JK Moss ,2015-12-31,0,AUS
JL Carter ,2015-12-31,193,WI
JL Denly ,2015-12-31,268,ENG
JL Langer ,2015-12-31,160,AUS
JL Louw ,2015-12-31,0,NAM
JL Ontong ,2015-12-31,184,SA
JL Pattinson ,2015-12-31,42,AUS
JL Smith ,2015-12-31,0,ENG
JM Anderson ,2015-12-31,273,ENG
JM Bairstow ,2015-12-31,260,ENG
JM Brearley ,2015-12-31,0,ENG
JM Davison ,2015-12-31,799,CAN
JM How ,2015-12-31,1046,NZ
JM Kemp ,2015-12-31,1512,SA
JM Mennie ,2015-12-31,0,AUS
JM Parker ,2015-12-31,0,NZ
JM Patel ,2015-12-31,0,CAN
JM Vince ,2015-12-31,0,ENG
JM Wiener ,2015-12-31,0,AUS
JN Frylinck ,2015-12-31,0,NAM
JN Gillespie ,2015-12-31,289,AUS
JN Hamilton ,2015-12-31,0,WI
JN Loftie-Eaton ,2015-12-31,0,NAM
JN Maguire ,2015-12-31,42,AUS
JN Malan ,2015-12-31,0,SA
JN Mohammed ,2015-12-31,2,WI
JN Rhodes ,2015-12-31,5935,SA
JN Snape ,2015-12-31,118,ENG
JN Valentine ,2015-12-31,0,CAN
JNK Shannon ,2015-12-31,2,IRE
JNT Seales ,2015-12-31,0,WI
JNT Vare ,2015-12-31,16,PNG
JO Angara ,2015-12-31,23,KENYA
JO Holder ,2015-12-31,317,WI
JO Ngoche ,2015-12-31,35,KENYA
JO Troughton ,2015-12-31,36,ENG
JOA Gordon ,2015-12-31,7,CAN
Joginder Sharma ,2015-12-31,35,IND
JP Agnew ,2015-12-31,2,ENG
JP Behrendorff ,2015-12-31,0,AUS
JP Bray ,2015-12-31,401,IRE
JP Crawley ,2015-12-31,235,ENG
JP Duminy ,2015-12-31,3872,SA
JP Faulkner ,2015-12-31,814,AUS
JP Greaves ,2015-12-31,0,WI
JP Inglis ,2015-12-31,0,AUS
JP Kotze ,2015-12-31,0,NAM
JP Maher ,2015-12-31,438,AUS
JP Millmow ,2015-12-31,0,NZ
JP Taylor ,2015-12-31,1,ENG
JPR Lamsam ,2015-12-31,24,HKG
JR Hammond ,2015-12-31,0,AUS
JR Hazlewood ,2015-12-31,0,AUS
JR Hopes ,2015-12-31,1326,AUS
JR Murray ,2015-12-31,678,WI
JR Philippe ,2015-12-31,0,AUS
JR Ratnayeke ,2015-12-31,824,SL
JR Thomson ,2015-12-31,101,AUS
JS Ababu ,2015-12-31,29,KENYA
JS Foster ,2015-12-31,41,ENG
JS Malhotra ,2015-12-31,0,USA
JS Patel ,2015-12-31,88,NZ
JSE Dunford ,2015-12-31,0,JER
JT Ball ,2015-12-31,0,ENG
JT Smuts ,2015-12-31,0,SA
JTC Vaughan ,2015-12-31,162,NZ
JTS Sumerauer ,2015-12-31,0,JER
Jubair Hossain ,2015-12-31,5,BAN
Junaid Khan ,2015-12-31,60,PAK
Junaid Siddique ,2015-12-31,1196,BAN
Junaid Siddiqui ,2015-12-31,67,CAN
Junaid Zia ,2015-12-31,2,PAK
JV Coney ,2015-12-31,1535,NZ
JV Harris ,2015-12-31,91,CAN
JV Paranjpe ,2015-12-31,54,IND
JW Dernbach ,2015-12-31,19,ENG
JW Hastings ,2015-12-31,116,AUS
JW Jenner ,2015-12-31,0,JER
JW Wilson ,2015-12-31,103,NZ
JWA Taylor ,2015-12-31,738,ENG
JWHD Boteju ,2015-12-31,3,SL
JWM Dalrymple ,2015-12-31,487,ENG
K Bhurtel ,2015-12-31,0,NEP
K Birkenstock ,2015-12-31,0,NAM
K Christie ,2015-12-31,0,HKG
K Doriga ,2015-12-31,0,PNG
K Gore ,2015-12-31,0,USA
K Gowtham ,2015-12-31,0,IND
K Jethi ,2015-12-31,87,CAN
K Kamyuka ,2015-12-31,2,CAN
K Mahato ,2015-12-31,0,NEP
K Phillip ,2015-12-31,0,USA
K Pierre ,2015-12-31,0,WI
K Rabada ,2015-12-31,11,SA
K Shuttleworth ,2015-12-31,0,ENG
K Sinclair ,2015-12-31,0,WI
K Srikkanth ,2015-12-31,4091,IND
K Verreynne ,2015-12-31,0,SA
K Weeraratne ,2015-12-31,160,SL
K Whatham ,2015-12-31,18,CAN
K Zondo ,2015-12-31,0,SA
KA Edwards ,2015-12-31,331,WI
KA Hope ,2015-12-31,0,WI
KA Jamieson ,2015-12-31,0,NZ
KA Maharaj ,2015-12-31,0,SA
KA Patel ,2015-12-31,1,KENYA
KA Pollard ,2015-12-31,2042,WI
Kabir Ali ,2015-12-31,93,ENG
Kabir Khan ,2015-12-31,10,PAK
KAD Hurdle ,2015-12-31,85,BER
KADM Fernando ,2015-12-31,0,SL
KAJ Roach ,2015-12-31,216,WI
Kaleem Sana ,2015-12-31,0,CAN
Kaleemullah ,2015-12-31,0,OMA
Kamran Akmal ,2015-12-31,3168,PAK
Kamran Ghulam ,2015-12-31,0,PAK
Kamran Hussain ,2015-12-31,28,PAK
Kamran Shazad ,2015-12-31,22,UAE
KAR Hodge ,2015-12-31,0,WI
Karan KC ,2015-12-31,0,NEP
Karim Janat ,2015-12-31,0,AFG
Karim Sadiq ,2015-12-31,470,AFG
Kashif Daud ,2015-12-31,0,UAE
Kashif Raza ,2015-12-31,2,PAK
KBJ Azad ,2015-12-31,187,IND
KC Brathwaite ,2015-12-31,0,WI
KC Hodsoll ,2015-12-31,2,BER
KC Sangakkara ,2015-12-31,14234,SL
KC Wessels ,2015-12-31,3367,AUS
KCB Jeremy ,2015-12-31,17,WI
KCG Benjamin ,2015-12-31,65,WI
KD Boyce ,2015-12-31,0,WI
KD Ghavri ,2015-12-31,0,IND
KD Karthik ,2015-12-31,1313,IND
KD Mills ,2015-12-31,1047,NZ
KD Shah ,2015-12-31,24,HKG
KD Walters ,2015-12-31,0,AUS
KDK Vithanage ,2015-12-31,75,SL
KEA Upashantha ,2015-12-31,49,SL
KED Carroll ,2015-12-31,70,IRE
KF Semple ,2015-12-31,64,WI
KG Duers ,2015-12-31,7,ZIM
KG Perera ,2015-12-31,0,SL
KH Butt ,2015-12-31,8,HKG
KH MacLeay ,2015-12-31,139,AUS
KH Pandya ,2015-12-31,0,IND
KH Prajapati ,2015-12-31,0,OMA
Khaled Ahmed ,2015-12-31,0,BAN
Khaled Mahmud ,2015-12-31,991,BAN
Khaled Mashud ,2015-12-31,1818,BAN
Khalid Khan ,2015-12-31,5,HKG
Khalid Latif ,2015-12-31,147,PAK
Khaliq Dad ,2015-12-31,40,AFG
Khawar Ali ,2015-12-31,0,OMA
KHRK Fernando ,2015-12-31,46,SL
Khurram Chohan ,2015-12-31,165,CAN
Khurram Khan ,2015-12-31,582,UAE
Khurram Manzoor ,2015-12-31,236,PAK
Khurram Nawaz ,2015-12-31,0,OMA
Khushdil Shah ,2015-12-31,0,PAK
KIC Asalanka ,2015-12-31,0,SL
KIW Wijegunawardene ,2015-12-31,20,SL
KJ Abbott ,2015-12-31,60,SA
KJ Arnott ,2015-12-31,238,ZIM
KJ Barnett ,2015-12-31,84,ENG
KJ Coetzer ,2015-12-31,971,SCOT
KJ Harding ,2015-12-31,0,WI
KJ Hughes ,2015-12-31,1260,AUS
KJ O'Brien ,2015-12-31,2309,IRE
KJ O'Keeffe ,2015-12-31,0,AUS
KJ Silva ,2015-12-31,1,SL
KJ Wadsworth ,2015-12-31,0,NZ
KJ Wright ,2015-12-31,0,AUS
KJJ van Noortwijk ,2015-12-31,322,NED
KK Ahmed ,2015-12-31,0,IND
KK Nair ,2015-12-31,0,IND
KL Rahul ,2015-12-31,0,IND
KL Tucker ,2015-12-31,95,BER
KLT Arthurton ,2015-12-31,1904,WI
KM Curran ,2015-12-31,287,ZIM
KM Dabengwa ,2015-12-31,514,ZIM
KM Jadhav ,2015-12-31,146,IND
KM Jarvis ,2015-12-31,52,ZIM
KMA Paul ,2015-12-31,0,WI
KMC Bandara ,2015-12-31,0,SL
KMDN Kulasekara ,2015-12-31,1181,SL
KN Amalean ,2015-12-31,15,SL
KNA Bandara ,2015-12-31,0,SL
KO Meth ,2015-12-31,109,ZIM
KO Otieno ,2015-12-31,2016,KENYA
KOA Powell ,2015-12-31,772,WI
KOK Williams ,2015-12-31,0,WI
KP Meiyappan ,2015-12-31,0,UAE
KP Pietersen ,2015-12-31,4440,ENG
KP Walmsley ,2015-12-31,0,NZ
KPJ Warnaweera ,2015-12-31,1,SL
KR Mayers ,2015-12-31,0,WI
KR Pushpakumara ,2015-12-31,36,SL
KR Rutherford ,2015-12-31,3143,NZ
KR Sen ,2015-12-31,0,IND
KR Stackpole ,2015-12-31,0,AUS
Krishna Chandran ,2015-12-31,119,UAE
KS Airee ,2015-12-31,0,NEP
KS Lokuarachchi ,2015-12-31,210,SL
KS More ,2015-12-31,563,IND
KS Williamson ,2015-12-31,3362,NZ
KSC de Silva ,2015-12-31,39,SL
KT Sandher ,2015-12-31,35,CAN
KTGD Prasad ,2015-12-31,129,SL
KU Carty ,2015-12-31,0,WI
Kuldeep Yadav ,2015-12-31,0,IND
Kushal Malla ,2015-12-31,0,NEP
KV Morea ,2015-12-31,0,PNG
KV Sharma ,2015-12-31,0,IND
KW Richardson ,2015-12-31,11,AUS
KWR Fletcher ,2015-12-31,150,ENG
KY Ottley ,2015-12-31,0,WI
L Balaji ,2015-12-31,120,IND
L Gregory ,2015-12-31,0,ENG
L Klusener ,2015-12-31,3576,SA
L Louwrens ,2015-12-31,0,NAM
L Ngidi ,2015-12-31,0,SA
L Ronchi ,2015-12-31,1050,NZ
L Siaka ,2015-12-31,140,PNG
L Sipamla ,2015-12-31,0,SA
L Sivaramakrishnan ,2015-12-31,5,IND
L Sreekumar ,2015-12-31,0,UAE
L Vincent ,2015-12-31,2413,NZ
L Wood ,2015-12-31,0,ENG
LA Dawson ,2015-12-31,0,ENG
LB Taylor ,2015-12-31,1,ENG
LB Williams ,2015-12-31,0,SA
LC Romero ,2015-12-31,1,USA
LD Chandimal ,2015-12-31,2298,SL
LD Madushanka ,2015-12-31,0,SL
LE Bosman ,2015-12-31,301,SA
LE Plunkett ,2015-12-31,414,ENG
LG Howell ,2015-12-31,287,NZ
LG Rowe ,2015-12-31,0,WI
LH Ferguson ,2015-12-31,0,NZ
LHD Dilhara ,2015-12-31,83,SL
Liaqat Ali ,2015-12-31,0,PAK
Litton Das ,2015-12-31,100,BAN
LJ Burger ,2015-12-31,11,NAM
LJ Hamilton ,2015-12-31,3,NZ
LJ Koen ,2015-12-31,82,SA
LJ Tucker ,2015-12-31,0,IRE
LJ Woodcock ,2015-12-31,14,NZ
LJ Wright ,2015-12-31,707,ENG
LK Germon ,2015-12-31,519,NZ
LL Tsotsobe ,2015-12-31,56,SA
LM Jongwe ,2015-12-31,27,ZIM
LMP Simmons ,2015-12-31,1958,WI
LN Oluoch ,2015-12-31,6,KENYA
LN Onyango ,2015-12-31,144,KENYA
LN Rajbanshi ,2015-12-31,0,NEP
LN Roche ,2015-12-31,0,ZIM
LO Tikolo ,2015-12-31,36,KENYA
LOB Cann ,2015-12-31,590,BER
Lovepreet Singh ,2015-12-31,0,UAE
LP van Troost ,2015-12-31,284,NED
LPC Silva ,2015-12-31,1587,SL
LR Gibbs ,2015-12-31,0,WI
LR Johnson ,2015-12-31,98,WI
LR Naylor ,2015-12-31,0,SCOT
LR Shukla ,2015-12-31,18,IND
LR Williams ,2015-12-31,124,WI
LRD Mendis ,2015-12-31,1409,SL
LRPL Taylor ,2015-12-31,5621,NZ
LS Baker ,2015-12-31,13,WI
LS Bhandari ,2015-12-31,0,NEP
LS Livingstone ,2015-12-31,0,ENG
LS Pascoe ,2015-12-31,27,AUS
LS Rajput ,2015-12-31,9,IND
LV Garrick ,2015-12-31,99,WI
LV van Beek ,2015-12-31,0,NED
LW Stokkers ,2015-12-31,15,NED
LW Stott ,2015-12-31,0,NZ
LWS Kaluperuma ,2015-12-31,14,SL
M Amarnath ,2015-12-31,1793,IND
M Azharuddin ,2015-12-31,9378,IND
M Bhanuka ,2015-12-31,0,SL
M Cheruparambil ,2015-12-31,30,HKG
M Commins ,2015-12-31,0,IRE
M de Lange ,2015-12-31,0,SA
M Dillon ,2015-12-31,227,WI
M Hayward ,2015-12-31,12,SA
M Hendrick ,2015-12-31,0,ENG
M Jansen ,2015-12-31,0,SA
M Kaif ,2015-12-31,2753,IND
M Karg ,2015-12-31,45,NAM
M Kartik ,2015-12-31,126,IND
M Labuschagne ,2015-12-31,0,AUS
M Mbangwa ,2015-12-31,34,ZIM
M Morkel ,2015-12-31,210,Afr/SA
M Mulla ,2015-12-31,1,CAN
M Muralidaran ,2015-12-31,677,ICC/SL
M Ntini ,2015-12-31,202,SA
M Panchal ,2015-12-31,0,NED
M Pathirana ,2015-12-31,0,SL
M Prabhakar ,2015-12-31,1858,IND
M Prasidh Krishna ,2015-12-31,0,IND
M Pushpakumara ,2015-12-31,7,SL
M Sheikh ,2015-12-31,68,KENYA
M Shezi ,2015-12-31,0,SA
M Shumba ,2015-12-31,0,ZIM
M Smith ,2015-12-31,0,BER
M Spoors ,2015-12-31,0,CAN
M Theekshana ,2015-12-31,0,SL
M van Jaarsveld ,2015-12-31,124,SA
M van Lingen ,2015-12-31,0,NAM
M van Schoor ,2015-12-31,58,NAM
M Venkataramana ,2015-12-31,0,IND
M Vijay ,2015-12-31,339,IND
M Watkinson ,2015-12-31,0,ENG
M Yachad ,2015-12-31,31,SA
M Zondeki ,2015-12-31,4,SA
MA Agarwal ,2015-12-31,0,IND
MA Aponso ,2015-12-31,0,SL
MA Atherton ,2015-12-31,1791,ENG
MA Carberry ,2015-12-31,114,ENG
MA Ealham ,2015-12-31,716,ENG
MA Holding ,2015-12-31,247,WI
MA Jones ,2015-12-31,0,SCOT
MA Leask ,2015-12-31,179,SCOT
MA Lynch ,2015-12-31,8,ENG
MA Meman ,2015-12-31,19,ZIM
MA Ouma ,2015-12-31,1501,KENYA
MA Parker ,2015-12-31,59,SCOT
MA Small ,2015-12-31,0,WI
MA Starc ,2015-12-31,163,AUS
MA Suji ,2015-12-31,247,KENYA
MA Taylor ,2015-12-31,3514,AUS
MA Vermeulen ,2015-12-31,868,ZIM
MA Wood ,2015-12-31,26,ENG
MADI Hemantha ,2015-12-31,0,SL
Mafizur Rahman ,2015-12-31,53,BAN
Mahbubul Alam ,2015-12-31,81,BAN
Mahbubur Rahman ,2015-12-31,3,BAN
Mahedi Hasan ,2015-12-31,0,BAN
Mahmood Hamid ,2015-12-31,1,PAK
Mahmudullah ,2015-12-31,2564,BAN
Majid Khan ,2015-12-31,114,PAK
Maninder Singh ,2015-12-31,49,IND
Manjural Islam ,2015-12-31,53,BAN
Manjural Islam Rana ,2015-12-31,331,BAN
Mansoor Akhtar ,2015-12-31,569,PAK
Mansoor Amjad ,2015-12-31,5,PAK
Mansoor Rana ,2015-12-31,15,PAK
Manzoor Akhtar ,2015-12-31,97,PAK
Manzoor Elahi ,2015-12-31,741,PAK
